SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
1,Bitcoin,BTC,4/02/2021 23:59,60267.19,58869.28,59098.88,59384.31,58727860620,1108813863083
2,Bitcoin,BTC,4/03/2021 23:59,60110.27,57603.89,59397.41,57603.89,77069903166,8.9321E+11
3,Bitcoin,BTC,4/04/2021 23:59,50341.10325,47201.30375,47944.45801,58758.56,77049582886,9.16623E+11
4,Bitcoin,BTC,4/05/2021 23:59,52533.91431,49072.37714,49207.27643,59057.88,80820545404,9.71612E+11
5,Bitcoin,BTC,4/06/2021 23:59,52474.10725,51015.76455,52140.97272,58192.36,52054723579,9.62915E+11
6,Bitcoin,BTC,4/07/2021 23:59,56113.65055,50937.27572,51675.98129,56048.94,63495496918,1.04138E+12
7,Bitcoin,BTC,4/08/2021 23:59,57505.22819,54626.55978,55887.33571,58323.95,68145460026,1.04537E+12
